timingsFajr,timingsSunrise,timingsDhuhr,timingsAsr,timingsSunset,timingsMaghrib,timingsIsha,timingsImsak,timingsMidnight,datereadable,datetimestamp,dategregoriandate,dategregorianformat,dategregorianday,dategregorianweekdayen,dategregorianmonthnumber,dategregorianmonthen,dategregorianyear,dategregoriandesignationabbreviated,dategregoriandesignationexpanded,datehijridate,datehijriformat,datehijriday,datehijriweekdayen,datehijriweekdayar,datehijrimonthnumber,datehijrimonthen,datehijrimonthar,datehijriyear,datehijridesignationabbreviated,datehijridesignationexpanded,metalatitude,metalongitude,metatimezone,metamethodname,metamethodparamsFajr,metamethodparamsIsha,metamethodparamsMaghrib,metalatitudeAdjustmentMethod,metamidnightMode,metaschool,metaoffsetImsak,metaoffsetFajr,metaoffsetSunrise,metaoffsetDhuhr,metaoffsetAsr,metaoffsetMaghrib,metaoffsetSunset,metaoffsetIsha,metaoffsetMidnight
05:36 (BST),06:50 (BST),13:03 (BST),17:08 (BST),19:05 (BST),19:06 (BST),20:05 (BST),05:26 (BST),00:58 (BST),21-Sep-21,1632211261,21/09/2021,DD-MM-YYYY,21,Tuesday,9,September,2021,AD,Anno Domini,13-02-1443,DD-MM-YYYY,13,Al Thalaata,الثلاثاء,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:38 (BST),06:51 (BST),13:03 (BST),17:06 (BST),19:03 (BST),19:04 (BST),20:03 (BST),05:28 (BST),00:57 (BST),22-Sep-21,1632297661,22/09/2021,DD-MM-YYYY,22,Wednesday,9,September,2021,AD,Anno Domini,14-02-1443,DD-MM-YYYY,14,Al Arba'a,الاربعاء,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:40 (BST),06:53 (BST),13:02 (BST),17:04 (BST),19:01 (BST),19:02 (BST),20:00 (BST),05:30 (BST),00:57 (BST),23-Sep-21,1632384061,23/09/2021,DD-MM-YYYY,23,Thursday,9,September,2021,AD,Anno Domini,15-02-1443,DD-MM-YYYY,15,Al Khamees,الخميس,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:42 (BST),06:55 (BST),13:02 (BST),17:02 (BST),18:58 (BST),18:59 (BST),19:58 (BST),05:32 (BST),00:56 (BST),24-Sep-21,1632470461,24/09/2021,DD-MM-YYYY,24,Friday,9,September,2021,AD,Anno Domini,16-02-1443,DD-MM-YYYY,16,Al Juma'a,الجمعة,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:43 (BST),06:56 (BST),13:02 (BST),17:00 (BST),18:56 (BST),18:57 (BST),19:56 (BST),05:33 (BST),00:56 (BST),25-Sep-21,1632556861,25/09/2021,DD-MM-YYYY,25,Saturday,9,September,2021,AD,Anno Domini,17-02-1443,DD-MM-YYYY,17,Al Sabt,السبت,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:45 (BST),06:58 (BST),13:01 (BST),16:58 (BST),18:54 (BST),18:55 (BST),19:53 (BST),05:35 (BST),00:56 (BST),26-Sep-21,1632643261,26/09/2021,DD-MM-YYYY,26,Sunday,9,September,2021,AD,Anno Domini,18-02-1443,DD-MM-YYYY,18,Al Ahad,الاحد,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:47 (BST),06:59 (BST),13:01 (BST),16:56 (BST),18:51 (BST),18:53 (BST),19:51 (BST),05:37 (BST),00:55 (BST),27-Sep-21,1632729661,27/09/2021,DD-MM-YYYY,27,Monday,9,September,2021,AD,Anno Domini,19-02-1443,DD-MM-YYYY,19,Al Athnayn,الاثنين,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:48 (BST),07:01 (BST),13:01 (BST),16:54 (BST),18:49 (BST),18:50 (BST),19:49 (BST),05:38 (BST),00:55 (BST),28-Sep-21,1632816061,28/09/2021,DD-MM-YYYY,28,Tuesday,9,September,2021,AD,Anno Domini,20-02-1443,DD-MM-YYYY,20,Al Thalaata,الثلاثاء,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:50 (BST),07:03 (BST),13:00 (BST),16:52 (BST),18:47 (BST),18:48 (BST),19:46 (BST),05:40 (BST),00:55 (BST),29-Sep-21,1632902461,29/09/2021,DD-MM-YYYY,29,Wednesday,9,September,2021,AD,Anno Domini,21-02-1443,DD-MM-YYYY,21,Al Arba'a,الاربعاء,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
05:52 (BST),07:04 (BST),13:00 (BST),16:50 (BST),18:45 (BST),18:46 (BST),19:44 (BST),05:42 (BST),00:54 (BST),30-Sep-21,1632988861,30/09/2021,DD-MM-YYYY,30,Thursday,9,September,2021,AD,Anno Domini,22-02-1443,DD-MM-YYYY,22,Al Khamees,الخميس,2,Ṣafar,صَفَر,1443,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0
