timingsFajr,timingsSunrise,timingsDhuhr,timingsAsr,timingsSunset,timingsMaghrib,timingsIsha,timingsImsak,timingsMidnight,datereadable,datetimestamp,dategregoriandate,dategregorianformat,dategregorianday,dategregorianweekdayen,dategregorianmonthnumber,dategregorianmonthen,dategregorianyear,dategregoriandesignationabbreviated,dategregoriandesignationexpanded,datehijridate,datehijriformat,datehijriday,datehijriweekdayen,datehijriweekdayar,datehijrimonthnumber,datehijrimonthen,datehijrimonthar,datehijriyear,datehijridesignationabbreviated,datehijridesignationexpanded,metalatitude,metalongitude,metatimezone,metamethodname,metamethodparamsFajr,metamethodparamsIsha,metamethodparamsMaghrib,metalatitudeAdjustmentMethod,metamidnightMode,metaschool,metaoffsetImsak,metaoffsetFajr,metaoffsetSunrise,metaoffsetDhuhr,metaoffsetAsr,metaoffsetMaghrib,metaoffsetSunset,metaoffsetIsha,metaoffsetMidnight,datehijriholidays
03:06 (BST),05:00 (BST),13:16 (BST),18:43 (BST),21:21 (BST),21:22 (BST),22:49 (BST),02:56 (BST),01:10 (BST),11-Jul-21,1625990461,11/07/2021,DD-MM-YYYY,11,Sunday,7,July,2021,AD,Anno Domini,01-12-1442,DD-MM-YYYY,1,Al Ahad,الاحد,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:08 (BST),05:01 (BST),13:16 (BST),18:43 (BST),21:20 (BST),21:21 (BST),22:48 (BST),02:58 (BST),01:10 (BST),12-Jul-21,1626076861,12/07/2021,DD-MM-YYYY,12,Monday,7,July,2021,AD,Anno Domini,02-12-1442,DD-MM-YYYY,2,Al Athnayn,الاثنين,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:10 (BST),05:02 (BST),13:16 (BST),18:43 (BST),21:19 (BST),21:20 (BST),22:46 (BST),03:00 (BST),01:11 (BST),13-Jul-21,1626163261,13/07/2021,DD-MM-YYYY,13,Tuesday,7,July,2021,AD,Anno Domini,03-12-1442,DD-MM-YYYY,3,Al Thalaata,الثلاثاء,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:12 (BST),05:03 (BST),13:16 (BST),18:42 (BST),21:18 (BST),21:19 (BST),22:45 (BST),03:02 (BST),01:11 (BST),14-Jul-21,1626249661,14/07/2021,DD-MM-YYYY,14,Wednesday,7,July,2021,AD,Anno Domini,04-12-1442,DD-MM-YYYY,4,Al Arba'a,الاربعاء,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:14 (BST),05:05 (BST),13:16 (BST),18:42 (BST),21:17 (BST),21:18 (BST),22:43 (BST),03:04 (BST),01:11 (BST),15-Jul-21,1626336061,15/07/2021,DD-MM-YYYY,15,Thursday,7,July,2021,AD,Anno Domini,05-12-1442,DD-MM-YYYY,5,Al Khamees,الخميس,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:16 (BST),05:06 (BST),13:16 (BST),18:41 (BST),21:16 (BST),21:17 (BST),22:41 (BST),03:06 (BST),01:11 (BST),16-Jul-21,1626422461,16/07/2021,DD-MM-YYYY,16,Friday,7,July,2021,AD,Anno Domini,06-12-1442,DD-MM-YYYY,6,Al Juma'a,الجمعة,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:18 (BST),05:07 (BST),13:16 (BST),18:41 (BST),21:15 (BST),21:16 (BST),22:40 (BST),03:08 (BST),01:11 (BST),17-Jul-21,1626508861,17/07/2021,DD-MM-YYYY,17,Saturday,7,July,2021,AD,Anno Domini,07-12-1442,DD-MM-YYYY,7,Al Sabt,السبت,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:20 (BST),05:08 (BST),13:16 (BST),18:40 (BST),21:14 (BST),21:15 (BST),22:38 (BST),03:10 (BST),01:11 (BST),18-Jul-21,1626595261,18/07/2021,DD-MM-YYYY,18,Sunday,7,July,2021,AD,Anno Domini,08-12-1442,DD-MM-YYYY,8,Al Ahad,الاحد,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,Hajj
03:22 (BST),05:10 (BST),13:16 (BST),18:39 (BST),21:13 (BST),21:14 (BST),22:36 (BST),03:12 (BST),01:11 (BST),19-Jul-21,1626681661,19/07/2021,DD-MM-YYYY,19,Monday,7,July,2021,AD,Anno Domini,09-12-1442,DD-MM-YYYY,9,Al Athnayn,الاثنين,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,"Hajj,Arafa"
03:25 (BST),05:11 (BST),13:16 (BST),18:39 (BST),21:11 (BST),21:13 (BST),22:34 (BST),03:15 (BST),01:11 (BST),20-Jul-21,1626768061,20/07/2021,DD-MM-YYYY,20,Tuesday,7,July,2021,AD,Anno Domini,10-12-1442,DD-MM-YYYY,10,Al Thalaata,الثلاثاء,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,"Eid-ul-Adha,Hajj"
03:27 (BST),05:12 (BST),13:16 (BST),18:38 (BST),21:10 (BST),21:11 (BST),22:32 (BST),03:17 (BST),01:11 (BST),21-Jul-21,1626854461,21/07/2021,DD-MM-YYYY,21,Wednesday,7,July,2021,AD,Anno Domini,11-12-1442,DD-MM-YYYY,11,Al Arba'a,الاربعاء,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,Hajj
03:29 (BST),05:14 (BST),13:17 (BST),18:37 (BST),21:09 (BST),21:10 (BST),22:31 (BST),03:19 (BST),01:11 (BST),22-Jul-21,1626940861,22/07/2021,DD-MM-YYYY,22,Thursday,7,July,2021,AD,Anno Domini,12-12-1442,DD-MM-YYYY,12,Al Khamees,الخميس,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,Hajj
03:31 (BST),05:15 (BST),13:17 (BST),18:37 (BST),21:07 (BST),21:09 (BST),22:29 (BST),03:21 (BST),01:11 (BST),23-Jul-21,1627027261,23/07/2021,DD-MM-YYYY,23,Friday,7,July,2021,AD,Anno Domini,13-12-1442,DD-MM-YYYY,13,Al Juma'a,الجمعة,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,Hajj
03:34 (BST),05:16 (BST),13:17 (BST),18:36 (BST),21:06 (BST),21:07 (BST),22:27 (BST),03:24 (BST),01:11 (BST),24-Jul-21,1627113661,24/07/2021,DD-MM-YYYY,24,Saturday,7,July,2021,AD,Anno Domini,14-12-1442,DD-MM-YYYY,14,Al Sabt,السبت,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:36 (BST),05:18 (BST),13:17 (BST),18:35 (BST),21:05 (BST),21:06 (BST),22:25 (BST),03:26 (BST),01:11 (BST),25-Jul-21,1627200061,25/07/2021,DD-MM-YYYY,25,Sunday,7,July,2021,AD,Anno Domini,15-12-1442,DD-MM-YYYY,15,Al Ahad,الاحد,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:38 (BST),05:19 (BST),13:17 (BST),18:34 (BST),21:03 (BST),21:05 (BST),22:23 (BST),03:28 (BST),01:11 (BST),26-Jul-21,1627286461,26/07/2021,DD-MM-YYYY,26,Monday,7,July,2021,AD,Anno Domini,16-12-1442,DD-MM-YYYY,16,Al Athnayn,الاثنين,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:40 (BST),05:21 (BST),13:17 (BST),18:33 (BST),21:02 (BST),21:03 (BST),22:21 (BST),03:30 (BST),01:11 (BST),27-Jul-21,1627372861,27/07/2021,DD-MM-YYYY,27,Tuesday,7,July,2021,AD,Anno Domini,17-12-1442,DD-MM-YYYY,17,Al Thalaata,الثلاثاء,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:43 (BST),05:22 (BST),13:17 (BST),18:32 (BST),21:00 (BST),21:02 (BST),22:18 (BST),03:33 (BST),01:11 (BST),28-Jul-21,1627459261,28/07/2021,DD-MM-YYYY,28,Wednesday,7,July,2021,AD,Anno Domini,18-12-1442,DD-MM-YYYY,18,Al Arba'a,الاربعاء,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:45 (BST),05:24 (BST),13:17 (BST),18:32 (BST),20:59 (BST),21:00 (BST),22:16 (BST),03:35 (BST),01:11 (BST),29-Jul-21,1627545661,29/07/2021,DD-MM-YYYY,29,Thursday,7,July,2021,AD,Anno Domini,19-12-1442,DD-MM-YYYY,19,Al Khamees,الخميس,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:47 (BST),05:25 (BST),13:16 (BST),18:31 (BST),20:57 (BST),20:58 (BST),22:14 (BST),03:37 (BST),01:11 (BST),30-Jul-21,1627632061,30/07/2021,DD-MM-YYYY,30,Friday,7,July,2021,AD,Anno Domini,20-12-1442,DD-MM-YYYY,20,Al Juma'a,الجمعة,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
03:50 (BST),05:27 (BST),13:16 (BST),18:30 (BST),20:55 (BST),20:57 (BST),22:12 (BST),03:40 (BST),01:11 (BST),31-Jul-21,1627718461,31/07/2021,DD-MM-YYYY,31,Saturday,7,July,2021,AD,Anno Domini,21-12-1442,DD-MM-YYYY,21,Al Sabt,السبت,12,Dhū al-Ḥijjah,ذوالحجة,1442,AH,Anno Hegirae,51.7520209,-1.2577263,Europe/London,Custom,12,10,1,MIDDLE_OF_THE_NIGHT,STANDARD,HANAFI,0,0,0,5,0,0,0,0,0,
